日期,AQI,质量等级,PM2.5,PM10,SO2,CO,NO2,O3_8h,天气状况,气温,风力风向
2016-10-05,83,良,61,91,2,1.2,42,57,晴/多云,24℃/13℃,无持续风向≤3级/无持续风向≤3级
2016-10-06,95,良,71,0,4,1.6,48,11,小雨/小到中雨,17℃/14℃,无持续风向≤3级/无持续风向≤3级
2016-10-07,55,良,39,17,2,1.6,43,15,小雨/多云,16℃/11℃,北风4-5级/北风4-5级
2016-10-08,33,优,13,29,2,0.5,26,60,晴/晴,19℃/5℃,北风4-5级/无持续风向≤3级
2016-10-09,67,良,33,64,4,0.7,53,33,多云/晴,18℃/8℃,无持续风向≤3级/无持续风向≤3级
2016-10-10,122,轻度污染,92,127,10,1.2,79,31,多云/晴,19℃/9℃,无持续风向≤3级/北风3-4级
2016-10-11,149,轻度污染,114,130,8,1.4,65,62,晴/多云,20℃/10℃,无持续风向≤3级/无持续风向≤3级
2016-10-12,107,轻度污染,80,102,6,1.2,64,51,多云/霾,19℃/10℃,无持续风向≤3级/无持续风向≤3级
2016-10-13,206,重度污染,156,189,5,1.6,75,78,霾/霾,22℃/12℃,无持续风向≤3级/无持续风向≤3级
2016-10-14,292,重度污染,242,258,6,2.0,93,73,霾/霾,23℃/13℃,无持续风向≤3级/无持续风向≤3级
2016-10-15,236,重度污染,186,226,4,1.9,88,4,小雨/小雨,17℃/11℃,无持续风向≤3级/无持续风向≤3级
2016-10-16,153,中度污染,117,137,3,1.0,58,55,阴/晴,21℃/12℃,无持续风向≤3级/无持续风向≤3级
2016-10-17,85,良,63,101,2,0.9,53,61,晴/晴,21℃/10℃,无持续风向≤3级/无持续风向≤3级
2016-10-18,160,中度污染,122,158,6,1.8,72,10,晴/多云,22℃/12℃,无持续风向≤3级/无持续风向≤3级
2016-10-19,278,重度污染,228,228,5,2.3,83,38,霾/小雨,22℃/13℃,无持续风向≤3级/无持续风向≤3级
2016-10-20,115,轻度污染,87,0,6,1.4,54,27,小雨/小雨,15℃/11℃,无持续风向≤3级/无持续风向≤3级
2016-10-21,60,良,43,0,2,0.8,39,33,小雨/小雨,13℃/10℃,无持续风向≤3级/无持续风向≤3级
2016-10-22,38,优,15,25,2,0.6,30,36,阴/多云,14℃/7℃,无持续风向≤3级/无持续风向≤3级
2016-10-23,55,良,28,52,4,0.6,44,38,晴/多云,15℃/5℃,无持续风向≤3级/无持续风向≤3级
2016-10-24,87,良,64,113,3,1.2,58,4,多云/霾,14℃/6℃,无持续风向≤3级/无持续风向≤3级
2016-10-25,133,轻度污染,101,135,3,1.5,74,8,霾/霾,17℃/10℃,无持续风向≤3级/无持续风向≤3级
2016-10-26,69,良,42,88,4,0.8,50,46,多云/阴,15℃/9℃,无持续风向≤3级/无持续风向≤3级
2016-10-27,63,良,30,66,5,1.0,50,11,小雨/小雨,11℃/6℃,无持续风向≤3级/北风3-4级
2016-10-28,38,优,11,29,2,0.4,30,58,晴/晴,13℃/2℃,北风3-4级/无持续风向≤3级
2016-10-29,59,良,26,62,4,0.6,47,42,晴/多云,11℃/2℃,无持续风向≤3级/无持续风向≤3级
2016-10-30,66,良,44,81,5,0.8,42,54,多云/晴,13℃/3℃,北风3-4级/北风3-4级
2016-10-31,29,优,9,25,4,0.3,19,57,晴/晴,6℃/-2℃,无持续风向≤3级/无持续风向≤3级
2016-11-01,69,良,45,74,9,0.7,55,37,多云/晴,8℃/-2℃,无持续风向≤3级/无持续风向≤3级
2016-11-02,140,轻度污染,107,149,10,1.5,82,23,晴/晴,12℃/0℃,无持续风向≤3级/无持续风向≤3级
2016-11-03,243,重度污染,193,241,9,2.6,104,11,霾/霾,15℃/2℃,无持续风向≤3级/无持续风向≤3级
2016-11-04,292,重度污染,242,271,6,3.4,119,12,霾/霾,15℃/4℃,无持续风向≤3级/无持续风向≤3级
2016-11-05,230,重度污染,180,203,5,3.1,95,36,多云/阴,17℃/3℃,无持续风向≤3级/无持续风向≤3级
2016-11-06,95,良,71,97,10,1.2,56,40,阴/小雨,10℃/4℃,无持续风向≤3级/无持续风向≤3级
2016-11-07,53,良,37,43,3,0.8,39,50,阴/晴,12℃/2℃,北风4-5级/无持续风向≤3级
2016-11-08,67,良,39,71,7,0.8,53,36,晴/晴,10℃/-1℃,无持续风向<3级/无持续风向<3级
2016-11-09,208,重度污染,158,194,14,2.5,86,5,霾/霾,10℃/2℃,无持续风向<3级/无持续风向<3级
2016-11-10,199,中度污染,149,178,8,1.8,70,15,霾/多云,48℃/1℃,无持续风向≤3级/无持续风向≤3级
2016-11-11,110,轻度污染,83,124,7,1.7,65,16,多云/晴,11℃/1℃,无持续风向≤3级/无持续风向≤3级
2016-11-12,100,良,75,124,10,1.5,66,28,晴/霾,12℃/2℃,无持续风向≤3级/无持续风向≤3级
2016-11-13,132,轻度污染,100,165,11,2.3,72,4,霾/霾,11℃/3℃,无持续风向≤3级/北风3-4级
2016-11-14,62,良,39,73,4,0.9,35,61,晴/晴,13℃/-2℃,北风4-5级/无持续风向≤3级
2016-11-15,79,良,45,84,13,1.5,63,23,晴/多云,11℃/0℃,无持续风向≤3级/无持续风向≤3级
2016-11-16,132,轻度污染,100,147,16,2.2,80,21,晴/霾,11℃/2℃,无持续风向≤3级/无持续风向≤3级
2016-11-17,149,轻度污染,114,165,22,2.5,70,6,霾/霾,17℃/4℃,无持续风向≤3级/无持续风向≤3级
2016-11-18,242,重度污染,192,280,19,3.7,87,3,霾/霾,10℃/6℃,无持续风向≤3级/无持续风向≤3级
2016-11-19,165,中度污染,125,133,9,1.8,65,49,晴/小雨,14℃/3℃,北风3-4级/无持续风向≤3级
2016-11-20,70,良,51,0,4,1.1,41,25,雨夹雪/大雪,5℃/-1℃,无持续风向≤3级/北风3-4级
2016-11-21,30,优,10,21,3,0.4,15,60,小雪/晴,0℃/-9℃,北风4-5级/北风3-4级
2016-11-22,28,优,8,21,4,0.4,21,55,晴/多云,0℃/-8℃,北风3-4级/无持续风向≤3级
2016-11-23,44,优,19,33,8,0.6,35,43,晴/晴,3℃/-6℃,无持续风向≤3级/无持续风向≤3级
2016-11-24,102,轻度污染,76,107,18,1.5,70,25,晴/晴,4℃/-6℃,无持续风向≤3级/无持续风向≤3级
2016-11-25,214,重度污染,164,205,24,2.6,97,8,霾/霾,5℃/-5℃,无持续风向≤3级/无持续风向≤3级
2016-11-26,315,严重污染,265,361,22,3.5,117,13,霾/霾,8℃/-4℃,无持续风向≤3级/北风3-4级
2016-11-27,68,良,49,80,7,0.9,45,58,晴/晴,8℃/-4℃,北风3-4级/无持续风向≤3级
2016-11-28,97,良,63,101,18,1.7,77,16,晴/霾,8℃/-4℃,无持续风向≤3级/无持续风向≤3级
2016-11-29,129,轻度污染,98,146,26,2.6,81,4,雨夹雪/雨夹雪,4℃/-3℃,无持续风向≤3级/无持续风向≤3级
2016-11-30,117,轻度污染,88,128,15,2.1,67,53,霾/晴,9℃/-1℃,南风≤3级/西北风≤3级
2016-12-01,60,良,33,56,9,0.8,48,57,晴/晴,9℃/-4℃,西北风≤3级/西南风≤3级
2016-12-02,129,轻度污染,98,131,19,2.1,85,17,霾/霾,9℃/-3℃,无持续风向≤3级/无持续风向≤3级
2016-12-03,259,重度污染,209,272,24,3.4,113,10,霾/霾,8℃/-2℃,无持续风向≤3级/无持续风向≤3级
2016-12-04,302,严重污染,252,284,18,3.6,104,17,霾/霾,9℃/-2℃,北风≤3级/北风≤3级
2016-12-05,60,良,43,50,8,1.0,43,61,晴/晴,6℃/-5℃,北风3-4级/无持续风向≤3级
2016-12-06,112,轻度污染,84,128,21,2.3,92,11,晴/晴,6℃/-3℃,南风≤3级/北风≤3级
2016-12-07,170,中度污染,129,169,23,2.7,100,15,多云/阴,8℃/-2℃,南风≤3级/西南风≤3级
2016-12-08,114,轻度污染,86,119,11,1.7,53,66,晴/晴,9℃/-2℃,西北风4-5级/北风3-4级
2016-12-09,54,良,25,45,9,0.8,43,48,晴/晴,5℃/-5℃,北风≤3级/北风≤3级
2016-12-10,80,良,49,74,14,1.4,64,24,晴/霾,5℃/-4℃,南风≤3级/北风≤3级
2016-12-11,219,重度污染,169,204,35,3.5,101,8,霾/霾,4℃/-1℃,南风≤3级/北风≤3级
2016-12-12,271,重度污染,221,240,39,3.0,103,15,霾/多云,6℃/-3℃,北风≤3级/北风≤3级
2016-12-13,68,良,49,32,9,1.2,50,43,多云/晴,4℃/-6℃,北风≤3级/北风≤3级
2016-12-14,58,良,28,51,11,0.8,46,43,晴/晴,2℃/-6℃,南风≤3级/南风≤3级
2016-12-15,54,良,27,53,10,0.9,43,59,晴/晴,6℃/-6℃,北风3-4级/南风≤3级
2016-12-16,149,轻度污染,114,149,22,2.2,92,14,霾/霾,6℃/-5℃,西南风≤3级/西南风≤3级
2016-12-17,246,重度污染,196,224,32,3.3,104,11,霾/霾,6℃/-4℃,东风≤3级/北风≤3级
2016-12-18,271,重度污染,221,239,25,3.5,102,14,霾/霾,7℃/-4℃,北风≤3级/北风≤3级
2016-12-19,273,重度污染,223,253,22,4.1,111,14,霾/霾,8℃/-4℃,西南风≤3级/北风≤3级
2016-12-20,418,严重污染,376,415,8,8.0,135,6,霾/雾,5℃/-2℃,南风≤3级/北风≤3级
2016-12-21,431,严重污染,396,415,12,8.0,155,9,霾/雾,3℃/-3℃,北风≤3级/北风≤3级
2016-12-22,79,良,58,57,6,1.3,35,59,晴/晴,6℃/-5℃,西北风3-4级/北风3-4级
2016-12-23,62,良,34,65,9,0.8,49,39,晴/多云,3℃/-6℃,北风≤3级/北风≤3级
2016-12-24,160,中度污染,122,152,26,2.7,90,10,多云/霾,4℃/-5℃,南风≤3级/北风≤3级
2016-12-25,195,中度污染,146,168,30,2.8,96,5,霾/小雪,3℃/-2℃,南风≤3级/北风≤3级
2016-12-26,59,良,41,45,15,0.9,47,50,阴/多云,4℃/-7℃,南风≤3级/北风≤3级
2016-12-27,59,良,42,63,9,0.9,45,51,晴/晴,3℃/-7℃,南风≤3级/北风≤3级
2016-12-28,87,良,64,64,10,1.1,42,45,晴/晴,4℃/-7℃,北风3-4级/北风3-4级
2016-12-29,88,良,65,94,12,1.1,53,31,晴/多云,4℃/-7℃,南风≤3级/北风≤3级
2016-12-30,262,重度污染,212,255,19,3.3,100,8,霾/霾,2℃/-6℃,北风≤3级/南风≤3级
2016-12-31,351,严重污染,301,356,21,4.6,129,8,霾/霾,3℃/-6℃,西南风≤3级/北风≤3级
2017-01-01,470,严重污染,454,512,8,6.8,141,6,霾/霾,6℃/-3℃,南风≤3级/北风≤3级
2017-01-02,248,重度污染,198,190,13,3.8,102,38,晴/霾,6℃/-6℃,南风≤3级/南风≤3级
2017-01-03,348,严重污染,311,339,17,6.0,153,17,霾/霾,5℃/-5℃,南风≤3级/南风≤3级
2017-01-04,389,严重污染,364,389,19,7.5,153,13,霾/霾,6℃/-5℃,北风≤3级/北风≤3级
2017-01-05,270,重度污染,223,222,16,5.3,115,11,小雪/霾,2℃/-4℃,北风≤3级/北风≤3级
2017-01-06,248,重度污染,199,183,23,4.3,110,14,霾/雾,4℃/-2℃,南风≤3级/北风≤3级
2017-01-07,220,重度污染,167,128,18,3.3,83,11,小雪/雾,3℃/-3℃,北风≤3级/西北风≤3级
2017-01-08,50,优,34,20,10,1.0,34,54,晴/晴,5℃/-4℃,北风≤3级/北风4-5级
2017-01-09,50,优,36,43,7,0.8,40,47,晴/晴,4℃/-5℃,西南风≤3级/南风≤3级
2017-01-10,42,优,25,39,8,0.7,36,61,晴/晴,4℃/-6℃,北风3-4级/南风≤3级
2017-01-11,95,良,58,79,19,1.7,75,19,晴/晴,5℃/-5℃,西南风≤3级/北风≤3级
2017-01-12,63,良,41,59,12,1.0,50,46,晴/晴,6℃/-4℃,北风≤3级/北风≤3级
2017-01-13,34,优,8,21,6,0.4,23,69,晴/晴,4℃/-4℃,北风4-5级/北风≤3级
2017-01-14,56,良,20,39,11,0.9,45,52,晴/晴,3℃/-7℃,东北风≤3级/东南风≤3级
2017-01-15,71,良,53,70,11,1.0,50,31,多云/霾,0℃/-6℃,南风≤3级/东南风≤3级
2017-01-16,121,轻度污染,96,108,19,1.8,68,8,小雪/霾,1℃/-5℃,东风≤3级/北风≤3级
2017-01-17,180,中度污染,137,142,21,2.2,75,21,霾/晴,3℃/-5℃,北风≤3级/北风≤3级
2017-01-18,62,良,38,51,11,0.9,52,39,多云/小雪,2℃/-4℃,东北风≤3级/北风3-4级
2017-01-19,70,良,45,86,14,1.2,37,63,晴/晴,2℃/-8℃,北风5-6级/北风3-4级
2017-01-20,43,优,25,37,9,0.8,36,57,晴/多云,1℃/-8℃,北风≤3级/北风≤3级
2017-01-21,49,优,24,46,9,0.8,29,72,晴/晴,0℃/-9℃,北风4-5级/西北风≤3级
2017-01-22,52,良,26,36,12,0.9,42,49,晴/晴,0℃/-10℃,南风≤3级/南风≤3级
2017-01-23,58,良,36,46,14,1.0,50,44,晴/晴,1℃/-8℃,北风≤3级/南风≤3级
2017-01-24,114,轻度污染,90,101,29,2.1,77,29,晴/多云,3℃/-7℃,南风≤3级/南风≤3级
2017-01-25,224,重度污染,178,177,39,3.3,95,30,晴/阴,4℃/-4℃,南风≤3级/北风≤3级
2017-01-26,209,重度污染,155,164,26,2.7,62,70,晴/晴,8℃/-6℃,北风4-5级/北风3-4级
2017-01-27,87,良,78,111,24,0.8,31,77,晴/多云,6℃/-5℃,西南风3-4级/西南风≤3级
2017-01-28,398,严重污染,345,426,84,2.7,71,26,多云/多云,4℃/-3℃,南风≤3级/北风4-5级
2017-01-29,56,良,30,65,8,0.7,15,68,多云/晴,0℃/-8℃,北风4-5级/北风3-4级
2017-01-30,40,优,29,35,11,0.6,22,72,晴/多云,1℃/-5℃,西南风≤3级/西南风≤3级
2017-01-31,104,轻度污染,77,84,27,1.3,43,57,晴/晴,5℃/-4℃,西南风≤3级/北风3-4级
2017-02-01,51,良,38,57,16,0.6,29,62,晴/晴,4℃/-7℃,北风3-4级/北风≤3级
2017-02-02,103,轻度污染,83,98,30,1.6,63,50,晴/晴,5℃/-5℃,西南风≤3级/北风≤3级
2017-02-03,210,重度污染,166,179,45,2.7,87,49,多云/多云,7℃/-3℃,南风≤3级/北风≤3级
2017-02-04,305,严重污染,245,240,48,3.4,94,52,多云/晴,8℃/-2℃,北风≤3级/西北风3-4级
2017-02-05,43,优,12,14,7,0.5,25,86,晴/晴,9℃/-4℃,北风≤3级/北风≤3级
2017-02-06,36,优,15,26,8,0.5,31,68,多云/阴,5℃/-5℃,南风≤3级/北风≤3级
2017-02-07,103,轻度污染,80,93,21,1.6,62,40,阴/阴,2℃/-3℃,南风≤3级/西北风3-4级
2017-02-08,49,优,30,44,7,0.8,25,76,晴/晴,4℃/-7℃,北风3-4级/北风3-4级
2017-02-09,38,优,7,20,3,0.3,12,76,晴/晴,3℃/-5℃,北风4-5级/北风4-5级
2017-02-10,42,优,7,23,3,0.4,17,85,晴/晴,4℃/-6℃,北风4-5级/北风3-4级
2017-02-11,65,良,53,80,21,1.0,49,77,晴/晴,7℃/-5℃,南风≤3级/北风≤3级
2017-02-12,137,轻度污染,107,139,42,2.4,81,43,晴/晴,10℃/-3℃,南风≤3级/北风≤3级
2017-02-13,108,轻度污染,85,107,25,2.1,70,70,晴/晴,11℃/-4℃,南风≤3级/北风≤3级
2017-02-14,230,重度污染,185,188,32,2.9,101,20,多云/晴,7℃/-3℃,南风≤3级/北风≤3级
2017-02-15,281,重度污染,243,220,38,3.2,112,49,多云/阴,58℃/1℃,南风≤3级/北风3-4级
2017-02-16,135,轻度污染,100,95,18,1.4,53,66,多云/晴,10℃/-3℃,北风4-5级/北风≤3级
2017-02-17,41,优,24,41,8,0.6,32,80,晴/晴,5℃/-4℃,南风≤3级/北风≤3级
2017-02-18,113,轻度污染,88,124,27,1.7,77,52,晴/阴,8℃/-1℃,南风≤3级/北风≤3级
2017-02-19,128,轻度污染,94,139,23,1.5,59,83,多云/晴,15℃/-2℃,北风4-5级/北风4-5级
2017-02-20,36,优,13,34,5,0.5,27,72,多云/阴,6℃/-2℃,北风4-5级/南风≤3级
2017-02-21,82,良,62,74,15,1.3,59,31,小雪/小雪,1℃/-3℃,南风≤3级/北风≤3级
2017-02-22,103,轻度污染,76,64,7,1.1,40,68,晴/晴,6℃/-3℃,北风3-4级/北风≤3级
2017-02-23,41,优,19,30,7,0.6,36,78,晴/晴,8℃/-4℃,南风3-4级/北风≤3级
2017-02-24,57,良,25,37,9,0.8,47,76,晴/晴,11℃/-2℃,南风≤3级/西北风≤3级
2017-02-25,43,优,11,22,6,0.5,32,86,多云/多云,13℃/0℃,西北风≤3级/北风≤3级
2017-02-26,66,良,29,47,10,0.8,54,72,晴/晴,13℃/-2℃,南风≤3级/北风≤3级
2017-02-27,97,良,67,96,17,1.5,80,54,晴/晴,14℃/2℃,南风≤3级/南风≤3级
2017-02-28,43,优,14,28,6,0.6,34,87,多云/阴,15℃/2℃,北风≤3级/北风3-4级
2017-03-01,47,优,8,37,3,0.4,13,94,晴/晴,7℃/-3℃,北风4-5级/北风≤3级
2017-03-02,67,良,40,80,13,0.9,54,70,晴/晴,13℃/-2℃,南风3-4级/南风≤3级
2017-03-03,111,轻度污染,82,138,23,1.5,68,60,晴/晴,14℃/-2℃,东风≤3级/北风≤3级
2017-03-04,113,轻度污染,87,108,26,1.7,74,82,晴/多云,13℃/0℃,无持续风向≤3级/北风3-4级
2017-03-05,42,优,12,30,4,0.4,19,84,晴/多云,11℃/-1℃,西北风4-5级/北风4-5级
2017-03-06,45,优,17,43,6,0.7,34,81,多云/晴,9℃/-3℃,北风4-5级/北风3-4级
2017-03-07,40,优,7,23,3,0.4,15,80,晴/晴,8℃/-1℃,北风3-4级/北风3-4级
2017-03-08,45,优,10,30,3,0.5,24,90,晴/晴,13℃/1℃,北风3-4级/北风≤3级
2017-03-09,46,优,13,35,4,0.5,39,83,晴/晴,15℃/1℃,南风≤3级/北风≤3级
2017-03-10,77,良,34,65,12,0.9,64,88,多云/阴,17℃/3℃,南风≤3级/南风≤3级
2017-03-11,65,良,44,80,15,0.9,48,89,阴/晴,20℃/5℃,北风3-4级/北风4-5级
2017-03-12,44,优,7,27,3,0.3,13,88,晴/晴,13℃/1℃,北风3-4级/北风≤3级
2017-03-13,43,优,11,28,5,0.5,32,87,晴/晴,14℃/2℃,南风≤3级/北风≤3级
2017-03-14,51,良,21,52,8,0.6,43,85,晴/多云,16℃/2℃,南风≤3级/北风≤3级
2017-03-15,86,良,65,96,22,1.2,69,77,多云/多云,16℃/3℃,南风≤3级/北风≤3级
2017-03-16,148,轻度污染,115,156,25,1.4,88,83,多云/阴,17℃/6℃,南风≤3级/北风≤3级
2017-03-17,160,中度污染,125,162,19,1.1,71,81,阴/阴,17℃/5℃,南风≤3级/北风≤3级
2017-03-18,190,中度污染,146,162,16,1.2,68,139,晴/晴,20℃/5℃,南风≤3级/北风≤3级
2017-03-19,273,重度污染,222,217,33,2.1,81,150,多云/阴,17℃/7℃,南风≤3级/北风≤3级
2017-03-20,182,中度污染,137,126,19,1.4,75,60,小雨/阴,12℃/6℃,东风3-4级/东风≤3级
2017-03-21,113,轻度污染,87,123,7,0.8,48,98,多云/多云,15℃/4℃,南风≤3级/北风≤3级
2017-03-22,175,中度污染,140,178,19,1.3,81,74,阴/小雨,15℃/6℃,北风≤3级/东风≤3级
2017-03-23,160,中度污染,121,90,6,1.7,60,52,小雨/小雨,10℃/2℃,东风≤3级/北风≤3级
2017-03-24,80,良,60,31,2,1.0,49,50,雨夹雪/阴,24℃/0℃,东风≤3级/北风≤3级
2017-03-25,48,优,34,28,3,0.8,36,82,多云/多云,13℃/4℃,南风≤3级/北风3-4级
2017-03-26,44,优,12,27,3,0.4,23,89,多云/晴,15℃/4℃,北风3-4级/北风3-4级
2017-03-27,43,优,17,34,3,0.4,37,87,晴/多云,15℃/5℃,南风≤3级/北风≤3级
2017-03-28,80,良,60,93,9,0.7,54,100,晴/晴,16℃/4℃,南风≤3级/南风≤3级
2017-03-29,148,轻度污染,118,141,11,0.9,65,111,晴/多云,20℃/7℃,南风≤3级/北风3-4级
2017-03-30,114,轻度污染,86,129,16,1.2,57,85,多云/多云,15℃/5℃,东北风≤3级/北风≤3级
2017-03-31,47,优,20,42,4,0.5,34,86,晴/晴,17℃/5℃,南风≤3级/北风≤3级
2017-04-01,67,良,31,78,7,0.6,52,88,晴/多云,22℃/5℃,西南风≤3级/南风≤3级
2017-04-02,91,良,68,112,14,1.1,72,97,晴/晴,23℃/6℃,南风≤3级/北风≤3级
2017-04-03,165,中度污染,125,170,21,1.3,78,159,多云/阴,25℃/12℃,南风3-4级/北风≤3级
2017-04-04,174,中度污染,130,147,20,1.2,62,90,阴/小雨,21℃/12℃,南风3-4级/南风≤3级
2017-04-05,81,良,61,57,5,0.6,30,129,多云/多云,19℃/9℃,南风≤3级/北风≤3级
2017-04-06,125,轻度污染,98,106,6,0.9,47,123,多云/阴,24℃/11℃,北风≤3级/东风≤3级
2017-04-07,100,良,76,120,8,0.8,48,76,阴/阴,20℃/14℃,南风≤3级/北风≤3级
2017-04-08,86,良,76,136,7,0.9,60,64,阴/晴,19℃/7℃,东北风3-4级/北风≤3级
2017-04-09,87,良,64,100,7,1.0,46,98,多云/多云,19℃/8℃,南风3-4级/南风≤3级
2017-04-10,90,良,66,119,9,0.8,59,72,多云/多云,20℃/10℃,南风3-4级/北风3-4级
2017-04-11,58,良,26,66,3,0.4,35,90,多云/晴,22℃/7℃,北风3-4级/南风≤3级
2017-04-12,70,良,30,94,5,0.6,53,97,晴/多云,25℃/9℃,南风≤3级/北风≤3级
2017-04-13,91,良,54,135,14,1.1,66,77,阴/多云,21℃/8℃,南风≤3级/北风≤3级
2017-04-14,93,良,60,136,6,0.9,67,99,多云/多云,26℃/11℃,南风≤3级/南风≤3级
2017-04-15,70,良,36,86,5,0.5,52,119,晴/多云,31℃/14℃,南风≤3级/北风≤3级
2017-04-16,124,轻度污染,97,176,17,1.0,72,110,阴/阴,27℃/13℃,南风3-4级/北风≤3级
2017-04-17,168,中度污染,123,210,8,1.0,56,97,多云/多云,27℃/12℃,持续风向3-4级/无持续风向3-4级
2017-04-18,65,良,24,80,2,0.3,23,94,晴/阴,23℃/10℃,北风4-5级/北风≤3级
2017-04-19,87,良,45,122,7,0.9,71,35,阴/晴,18℃/11℃,南风≤3级/北风≤3级
2017-04-20,71,良,36,88,3,0.7,44,90,多云/多云,23℃/10℃,南风≤3级/北风≤3级
2017-04-21,54,良,19,58,2,0.3,23,104,晴/晴,22℃/9℃,北风≤3级/北风≤3级
2017-04-22,87,良,44,122,8,0.5,44,122,晴/多云,27℃/13℃,南风3-4级/西北风≤3级
2017-04-23,62,良,24,72,4,0.4,24,115,晴/多云,25℃/10℃,南风≤3级/北风≤3级
2017-04-24,66,良,31,79,5,0.5,31,111,晴/多云,24℃/11℃,北风3～4级/北风3～4级
2017-04-25,38,优,13,39,3,0.3,26,77,多云/晴,19℃/8℃,南风≤3级/北风≤3级
2017-04-26,51,良,14,38,3,0.4,30,102,晴/晴,24℃/11℃,北风3-4级/北风≤3级
2017-04-27,54,良,15,49,2,0.4,36,105,晴/晴,28℃/13℃,北风4-5级/北风≤3级
2017-04-28,62,良,23,64,3,0.4,40,115,晴/晴,30℃/15℃,北风3-4级/北风≤3级
2017-04-29,76,良,40,103,3,0.5,43,127,晴/晴,34℃/17℃,南风3-4级/北风≤3级
2017-04-30,105,轻度污染,48,158,5,0.5,44,141,晴/多云,29℃/13℃,南风3-4级/北风≤3级
2017-05-01,81,良,39,111,8,0.7,46,123,晴/多云,28℃/15℃,南风≤3级/北风≤3级
2017-05-02,132,轻度污染,64,132,10,1.0,54,196,多云/多云,29℃/17℃,南风3-4级/南风≤3级
2017-05-03,93,良,69,107,9,0.9,47,118,阴/阴,28℃/16℃,西南风3-4级/北风≤3级
2017-05-04,500,严重污染,0,0,2,0.3,23,96,浮尘/多云,26℃/14℃,北风3-4级/南风≤3级
2017-05-05,342,严重污染,181,406,4,0.4,24,88,晴/晴,21℃/11℃,北风5-6级/南风≤3级
2017-05-06,71,良,34,94,3,0.4,38,113,晴/晴,29℃/12℃,北风4-5级/北风≤3级
2017-05-07,85,良,28,75,5,0.4,41,142,晴/多云,30℃/15℃,南风3-4级/北风≤3级
2017-05-08,101,轻度污染,56,113,8,0.6,55,162,多云/多云,30℃/16℃,南风3-4级/南风≤3级
2017-05-09,100,良,43,93,7,0.5,26,160,多云/阵雨,29℃/15℃,南风3-4级/东风≤3级
2017-05-10,81,良,39,69,4,0.5,32,138,晴/晴,30℃/15℃,南风3-4级/北风≤3级
2017-05-11,91,良,31,134,3,0.4,33,96,晴/多云,32℃/13℃,北风4-5级/南风≤3级
2017-05-12,111,轻度污染,45,170,5,0.5,26,144,多云/晴,30℃/17℃,西南风3-4级/西北风≤3级
2017-05-13,61,良,19,67,2,0.3,18,91,多云/晴,28℃/16℃,北风3～4级/北风<3级
2017-05-14,70,良,12,35,2,0.3,16,124,多云/多云,27℃/15℃,北风3～4级/北风3～4级
2017-05-15,81,良,23,62,7,0.6,26,138,多云/晴,28℃/15℃,南风<3级/北风<3级
2017-05-16,124,轻度污染,43,90,10,0.6,30,187,多云/晴,32℃/17℃,南风3-4级/北风≤3级
2017-05-17,185,中度污染,62,133,10,0.7,39,250,晴/晴,34℃/19℃,南风≤3级/北风≤3级
2017-05-18,201,重度污染,86,152,11,0.9,52,275,晴/晴,35℃/21℃,南风3-4级/北风≤3级
2017-05-19,187,中度污染,85,150,11,0.8,44,252,多云/多云,36℃/22℃,南风3-4级/西南风≤3级
2017-05-20,171,中度污染,57,122,8,0.8,40,236,多云/多云,35℃/20℃,南风3-4级/南风≤3级
2017-05-21,116,轻度污染,57,94,12,1.0,27,178,多云/阵雨,31℃/18℃,南风3-4级/北风≤3级
2017-05-22,53,良,37,46,7,1.1,37,54,小到中雨/晴,18℃/13℃,东北风3-4级/北风≤3级
2017-05-23,71,良,18,32,2,0.5,34,126,小到中雨/阴,19℃/14℃,北风3-4级/北风≤3级
2017-05-24,84,良,17,54,3,0.4,45,141,多云/多云,33℃/17℃,西南风3-4级/西南风3-4级
2017-05-25,104,轻度污染,22,83,5,0.6,39,165,晴/晴,31℃/16℃,南风3-4级/北风≤3级
2017-05-26,154,中度污染,45,97,9,0.6,51,219,晴/晴,31℃/17℃,南风≤3级/北风≤3级
2017-05-27,196,中度污染,69,117,21,1.4,47,261,晴/晴,34℃/21℃,西南风≤3级/北风≤3级
2017-05-28,194,中度污染,87,135,17,1.5,36,259,多云/阴,36℃/22℃,北风3-4级/东北风≤3级
2017-05-29,69,良,28,88,8,0.7,27,101,阴/阵雨,27℃/18℃,东风3-4级/东风≤3级
2017-05-30,101,轻度污染,42,70,2,0.7,39,162,阵雨/晴,25℃/16℃,南风≤3级/北风≤3级
2017-05-31,140,轻度污染,65,104,4,0.8,45,205,阴/多云,33℃/18℃,南风≤3级/北风≤3级
2017-06-01,123,轻度污染,23,57,4,0.6,30,186,晴/阴,31℃/17℃,南风3-4级/东风≤3级
2017-06-02,57,良,23,65,12,1.0,40,74,阴/多云,24℃/13℃,东风3-4级/北风≤3级
2017-06-03,83,良,29,56,5,0.7,38,140,晴/晴,28℃/16℃,南风3-4级/北风≤3级
2017-06-04,141,轻度污染,48,93,11,0.7,51,206,晴/多云,31℃/19℃,西南风3-4级/北风≤3级
2017-06-05,149,轻度污染,65,115,17,1.0,61,214,多云/小雨,29℃/15℃,南风3-4级/北风≤3级
2017-06-06,51,良,37,32,2,0.6,25,96,小雨/多云,20℃/14℃,南风≤3级/西北风≤3级
2017-06-07,91,良,47,50,4,0.7,32,150,晴/多云,31℃/17℃,南风≤3级/南风≤3级
